benchmark,input,seed,config,evidence_level,energy_model,demand_accesses,prefetch_accesses,total_accesses,estimated_memory_energy_pj,estimated_logic_energy_pj,total_estimated_energy_pj,energy_overhead_pct,assumptions,notes
linked_list,medium,2,stride,proxy_assumed,memory_traffic_proxy_v1,384,39,423,50760.000,886.250,51646.250,9.656061,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
linked_list,medium,2,simple_pointer_chase,proxy_assumed,memory_traffic_proxy_v1,384,95,479,57480.000,557.000,58037.000,23.224993,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
linked_list,medium,2,copper,proxy_assumed,memory_traffic_proxy_v1,384,0,384,46080.000,1018.400,47098.400,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
tree_traversal,medium,2,no_prefetch,proxy_assumed,memory_traffic_proxy_v1,144,0,144,17280.000,403.300,17683.300,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
tree_traversal,medium,2,next_line,proxy_assumed,memory_traffic_proxy_v1,144,48,192,23040.000,405.700,23445.700,32.586678,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
tree_traversal,medium,2,stride,proxy_assumed,memory_traffic_proxy_v1,144,0,144,17280.000,403.300,17683.300,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
tree_traversal,medium,2,simple_pointer_chase,proxy_assumed,memory_traffic_proxy_v1,144,47,191,22920.000,390.900,23310.900,31.824377,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
tree_traversal,medium,2,copper,proxy_assumed,memory_traffic_proxy_v1,144,0,144,17280.000,403.300,17683.300,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
hash_table_chaining,medium,2,no_prefetch,proxy_assumed,memory_traffic_proxy_v1,576,0,576,69120.000,939.100,70059.100,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
hash_table_chaining,medium,2,next_line,proxy_assumed,memory_traffic_proxy_v1,576,120,696,83520.000,948.700,84468.700,20.567778,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
hash_table_chaining,medium,2,stride,proxy_assumed,memory_traffic_proxy_v1,576,44,620,74400.000,907.650,75307.650,7.491604,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
hash_table_chaining,medium,2,simple_pointer_chase,proxy_assumed,memory_traffic_proxy_v1,576,60,636,76320.000,921.700,77241.700,10.252201,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
hash_table_chaining,medium,2,copper,proxy_assumed,memory_traffic_proxy_v1,576,0,576,69120.000,939.100,70059.100,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
graph_adjacency_walk,medium,2,no_prefetch,proxy_assumed,memory_traffic_proxy_v1,80,0,80,9600.000,327.650,9927.650,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
graph_adjacency_walk,medium,2,next_line,proxy_assumed,memory_traffic_proxy_v1,80,47,127,15240.000,329.950,15569.950,56.834195,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
graph_adjacency_walk,medium,2,stride,proxy_assumed,memory_traffic_proxy_v1,80,14,94,11280.000,318.150,11598.150,16.826741,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
graph_adjacency_walk,medium,2,simple_pointer_chase,proxy_assumed,memory_traffic_proxy_v1,80,26,106,12720.000,238.750,12958.750,30.531898,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
graph_adjacency_walk,medium,2,copper,proxy_assumed,memory_traffic_proxy_v1,80,0,80,9600.000,327.650,9927.650,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
branchy_pointer_chains,medium,2,no_prefetch,proxy_assumed,memory_traffic_proxy_v1,192,0,192,23040.000,350.550,23390.550,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
branchy_pointer_chains,medium,2,next_line,proxy_assumed,memory_traffic_proxy_v1,192,35,227,27240.000,351.650,27591.650,17.960672,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
branchy_pointer_chains,medium,2,stride,proxy_assumed,memory_traffic_proxy_v1,192,0,192,23040.000,350.550,23390.550,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
branchy_pointer_chains,medium,2,simple_pointer_chase,proxy_assumed,memory_traffic_proxy_v1,192,32,224,26880.000,341.200,27221.200,16.376913,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
branchy_pointer_chains,medium,2,copper,proxy_assumed,memory_traffic_proxy_v1,192,0,192,23040.000,350.550,23390.550,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
array_scan,medium,2,no_prefetch,proxy_assumed,memory_traffic_proxy_v1,192,0,192,23040.000,1064.600,24104.600,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
array_scan,medium,2,next_line,proxy_assumed,memory_traffic_proxy_v1,192,192,384,46080.000,1016.300,47096.300,95.383039,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
array_scan,medium,2,stride,proxy_assumed,memory_traffic_proxy_v1,192,190,382,45840.000,1016.100,46856.100,94.386549,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
array_scan,medium,2,simple_pointer_chase,proxy_assumed,memory_traffic_proxy_v1,192,0,192,23040.000,1064.600,24104.600,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
array_scan,medium,2,copper,proxy_assumed,memory_traffic_proxy_v1,192,0,192,23040.000,1064.600,24104.600,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
matrix_or_array_loop,medium,2,no_prefetch,proxy_assumed,memory_traffic_proxy_v1,144,0,144,17280.000,783.250,18063.250,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
matrix_or_array_loop,medium,2,next_line,proxy_assumed,memory_traffic_proxy_v1,144,144,288,34560.000,746.950,35306.950,95.462887,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
matrix_or_array_loop,medium,2,stride,proxy_assumed,memory_traffic_proxy_v1,144,142,286,34320.000,746.750,35066.750,94.133116,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
matrix_or_array_loop,medium,2,simple_pointer_chase,proxy_assumed,memory_traffic_proxy_v1,144,0,144,17280.000,783.250,18063.250,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
matrix_or_array_loop,medium,2,copper,proxy_assumed,memory_traffic_proxy_v1,144,0,144,17280.000,783.250,18063.250,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
compute_heavy_low_memory,medium,2,no_prefetch,proxy_assumed,memory_traffic_proxy_v1,96,0,96,11520.000,636.550,12156.550,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
compute_heavy_low_memory,medium,2,next_line,proxy_assumed,memory_traffic_proxy_v1,96,8,104,12480.000,603.650,13083.650,7.626341,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
compute_heavy_low_memory,medium,2,stride,proxy_assumed,memory_traffic_proxy_v1,96,6,102,12240.000,612.850,12852.850,5.727776,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
compute_heavy_low_memory,medium,2,simple_pointer_chase,proxy_assumed,memory_traffic_proxy_v1,96,0,96,11520.000,636.550,12156.550,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
compute_heavy_low_memory,medium,2,copper,proxy_assumed,memory_traffic_proxy_v1,96,0,96,11520.000,636.550,12156.550,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
random_non_pointer_access,medium,2,no_prefetch,proxy_assumed,memory_traffic_proxy_v1,96,0,96,11520.000,496.300,12016.300,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
random_non_pointer_access,medium,2,next_line,proxy_assumed,memory_traffic_proxy_v1,96,83,179,21480.000,472.500,21952.500,82.689347,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
random_non_pointer_access,medium,2,stride,proxy_assumed,memory_traffic_proxy_v1,96,0,96,11520.000,496.300,12016.300,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
random_non_pointer_access,medium,2,simple_pointer_chase,proxy_assumed,memory_traffic_proxy_v1,96,0,96,11520.000,496.300,12016.300,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
random_non_pointer_access,medium,2,copper,proxy_assumed,memory_traffic_proxy_v1,96,0,96,11520.000,496.300,12016.300,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
short_pointer_chains,medium,2,no_prefetch,proxy_assumed,memory_traffic_proxy_v1,192,0,192,23040.000,253.300,23293.300,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
short_pointer_chains,medium,2,next_line,proxy_assumed,memory_traffic_proxy_v1,192,24,216,25920.000,253.300,26173.300,12.364070,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
short_pointer_chains,medium,2,stride,proxy_assumed,memory_traffic_proxy_v1,192,8,200,24000.000,251.900,24251.900,4.115346,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
short_pointer_chains,medium,2,simple_pointer_chase,proxy_assumed,memory_traffic_proxy_v1,192,23,215,25800.000,247.000,26047.000,11.821854,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
short_pointer_chains,medium,2,copper,proxy_assumed,memory_traffic_proxy_v1,192,0,192,23040.000,253.300,23293.300,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
long_pointer_chains,medium,2,no_prefetch,proxy_assumed,memory_traffic_proxy_v1,384,0,384,46080.000,2560.300,48640.300,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
long_pointer_chains,medium,2,next_line,proxy_assumed,memory_traffic_proxy_v1,384,384,768,92160.000,2596.300,94756.300,94.810270,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
long_pointer_chains,medium,2,stride,proxy_assumed,memory_traffic_proxy_v1,384,138,522,62640.000,2126.200,64766.200,33.153373,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
long_pointer_chains,medium,2,simple_pointer_chase,proxy_assumed,memory_traffic_proxy_v1,384,382,766,91920.000,706.600,92626.600,90.431802,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
long_pointer_chains,medium,2,copper,proxy_assumed,memory_traffic_proxy_v1,384,191,575,69000.000,1631.550,70631.550,45.211995,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
mixed_pointer_array,medium,2,no_prefetch,proxy_assumed,memory_traffic_proxy_v1,192,0,192,23040.000,1144.150,24184.150,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
mixed_pointer_array,medium,2,next_line,proxy_assumed,memory_traffic_proxy_v1,192,192,384,46080.000,690.700,46770.700,93.394020,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
mixed_pointer_array,medium,2,stride,proxy_assumed,memory_traffic_proxy_v1,192,0,192,23040.000,1144.150,24184.150,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
mixed_pointer_array,medium,2,simple_pointer_chase,proxy_assumed,memory_traffic_proxy_v1,192,95,287,34440.000,681.000,35121.000,45.223214,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
mixed_pointer_array,medium,2,copper,proxy_assumed,memory_traffic_proxy_v1,192,0,192,23040.000,1144.150,24184.150,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
noisy_allocation_pattern,medium,2,no_prefetch,proxy_assumed,memory_traffic_proxy_v1,384,0,384,46080.000,1554.900,47634.900,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
noisy_allocation_pattern,medium,2,next_line,proxy_assumed,memory_traffic_proxy_v1,384,384,768,92160.000,1754.250,93914.250,97.154292,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
noisy_allocation_pattern,medium,2,stride,proxy_assumed,memory_traffic_proxy_v1,384,33,417,50040.000,1593.000,51633.000,8.393216,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
noisy_allocation_pattern,medium,2,simple_pointer_chase,proxy_assumed,memory_traffic_proxy_v1,384,255,639,76680.000,1156.500,77836.500,63.402253,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
noisy_allocation_pattern,medium,2,copper,proxy_assumed,memory_traffic_proxy_v1,384,63,447,53640.000,1536.750,55176.750,15.832614,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
patricia,medium,2,no_prefetch,proxy_assumed,memory_traffic_proxy_v1,192,0,192,23040.000,335.700,23375.700,0.000000,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
patricia,medium,2,next_line,proxy_assumed,memory_traffic_proxy_v1,192,32,224,26880.000,336.500,27216.500,16.430738,"proxy_assumed; source=explicit_local_assumption_not_measured; demand_access_pj=120.0; prefetch_access_pj=120.0; logic_cycle_pj=0.05; not calibrated to silicon, CACTI, McPAT, Vivado, or a process library",Proxy derived from research/results/core_integrated_memory_traffic.csv and research/results/core_integrated_performance.csv; not measured power.
