benchmark,input,seed,config,evidence_level,cycles,instructions,ipc,cache_misses,memory_stalls,speedup_vs_no_prefetch,speedup_vs_best_baseline,status,notes
compute_heavy_low_memory,medium,2,next_line,cycle_model,11980,6336,0.52888147,1,80,1.044407,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
compute_heavy_low_memory,medium,2,stride,cycle_model,12132,6336,0.52225519,3,240,1.031322,0.987471,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
compute_heavy_low_memory,medium,2,simple_pointer_chase,cycle_model,12512,6336,0.50639386,8,640,1.000000,0.957481,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
compute_heavy_low_memory,medium,2,copper,cycle_model,12512,6336,0.50639386,8,640,1.000000,0.957481,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
random_non_pointer_access,medium,2,no_prefetch,cycle_model,7956,1056,0.13273002,87,6960,1.000000,0.942685,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
random_non_pointer_access,medium,2,next_line,cycle_model,7500,1056,0.14080000,81,6480,1.060800,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
random_non_pointer_access,medium,2,stride,cycle_model,7956,1056,0.13273002,87,6960,1.000000,0.942685,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
random_non_pointer_access,medium,2,simple_pointer_chase,cycle_model,7956,1056,0.13273002,87,6960,1.000000,0.942685,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
random_non_pointer_access,medium,2,copper,cycle_model,7956,1056,0.13273002,87,6960,1.000000,0.942685,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
short_pointer_chains,medium,2,no_prefetch,cycle_model,4512,2112,0.46808511,24,1920,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
short_pointer_chains,medium,2,next_line,cycle_model,4512,2112,0.46808511,24,1920,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
short_pointer_chains,medium,2,stride,cycle_model,4512,2112,0.46808511,20,1920,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
short_pointer_chains,medium,2,simple_pointer_chase,cycle_model,4512,2112,0.46808511,1,1920,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
short_pointer_chains,medium,2,copper,cycle_model,4512,2112,0.46808511,24,1920,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
long_pointer_chains,medium,2,no_prefetch,cycle_model,42240,8064,0.19090909,384,30720,1.000000,0.312689,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
long_pointer_chains,medium,2,next_line,cycle_model,42240,8064,0.19090909,384,30720,1.000000,0.312689,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
long_pointer_chains,medium,2,stride,cycle_model,35400,8064,0.22779661,294,23520,1.193220,0.373107,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
long_pointer_chains,medium,2,simple_pointer_chase,cycle_model,13208,8064,0.61053907,2,160,3.198062,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
long_pointer_chains,medium,2,copper,cycle_model,27724,8064,0.29086712,193,15440,1.523590,0.476410,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
mixed_pointer_array,medium,2,no_prefetch,cycle_model,18432,2688,0.14583333,192,15360,1.000000,0.608290,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
mixed_pointer_array,medium,2,next_line,cycle_model,11212,2688,0.23974313,97,7760,1.643953,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
mixed_pointer_array,medium,2,stride,cycle_model,18432,2688,0.14583333,192,15360,1.000000,0.608290,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
mixed_pointer_array,medium,2,simple_pointer_chase,cycle_model,11212,2688,0.23974313,97,7760,1.643953,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
mixed_pointer_array,medium,2,copper,cycle_model,18432,2688,0.14583333,192,15360,1.000000,0.608290,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
noisy_allocation_pattern,medium,2,no_prefetch,cycle_model,25120,4320,0.17197452,256,20480,1.000000,0.736783,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
noisy_allocation_pattern,medium,2,next_line,cycle_model,27628,4320,0.15636311,289,23120,0.909223,0.669900,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
noisy_allocation_pattern,medium,2,stride,cycle_model,25804,4320,0.16741590,244,21200,0.973492,0.717253,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
noisy_allocation_pattern,medium,2,simple_pointer_chase,cycle_model,18508,4320,0.23341258,90,13520,1.357251,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
noisy_allocation_pattern,medium,2,copper,cycle_model,25120,4320,0.17197452,193,20480,1.000000,0.736783,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
patricia,medium,2,no_prefetch,cycle_model,5888,2496,0.42391304,32,2560,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
patricia,medium,2,next_line,cycle_model,5888,2496,0.42391304,32,2560,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
patricia,medium,2,stride,cycle_model,5888,2496,0.42391304,32,2560,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
patricia,medium,2,simple_pointer_chase,cycle_model,5888,2496,0.42391304,2,2560,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
patricia,medium,2,copper,cycle_model,5888,2496,0.42391304,32,2560,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
linked_list,large,2,no_prefetch,cycle_model,79872,13824,0.17307692,768,61440,1.000000,0.273037,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
linked_list,large,2,next_line,cycle_model,79872,13824,0.17307692,768,61440,1.000000,0.273037,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
linked_list,large,2,stride,cycle_model,66192,13824,0.20884699,588,47040,1.206672,0.329466,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
linked_list,large,2,simple_pointer_chase,cycle_model,21808,13824,0.63389582,4,320,3.662509,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
linked_list,large,2,copper,cycle_model,36324,13824,0.38057483,195,15600,2.198877,0.600374,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
tree_traversal,large,2,no_prefetch,cycle_model,13920,4416,0.31724138,96,7680,1.000000,0.481322,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
tree_traversal,large,2,next_line,cycle_model,28512,4416,0.15488215,288,23040,0.488215,0.234989,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
tree_traversal,large,2,stride,cycle_model,13920,4416,0.31724138,96,7680,1.000000,0.481322,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
tree_traversal,large,2,simple_pointer_chase,cycle_model,6700,4416,0.65910448,1,80,2.077612,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
tree_traversal,large,2,copper,cycle_model,13920,4416,0.31724138,96,7680,1.000000,0.481322,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
hash_table_chaining,large,2,no_prefetch,cycle_model,39912,16128,0.40408900,222,17760,1.000000,0.647725,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
hash_table_chaining,large,2,next_line,cycle_model,68640,16128,0.23496503,600,48000,0.581469,0.376632,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
hash_table_chaining,large,2,stride,cycle_model,29880,16128,0.53975904,90,7200,1.335743,0.865194,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
hash_table_chaining,large,2,simple_pointer_chase,cycle_model,25852,16128,0.62385889,37,2960,1.543865,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
hash_table_chaining,large,2,copper,cycle_model,34972,16128,0.46116894,157,12560,1.141256,0.739220,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
graph_adjacency_walk,large,2,no_prefetch,cycle_model,6936,1280,0.18454441,66,5280,1.000000,0.704152,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
graph_adjacency_walk,large,2,next_line,cycle_model,6936,1280,0.18454441,66,5280,1.000000,0.704152,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
graph_adjacency_walk,large,2,stride,cycle_model,5948,1280,0.21519839,53,4240,1.166106,0.821116,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
graph_adjacency_walk,large,2,simple_pointer_chase,cycle_model,4884,1280,0.26208026,39,3120,1.420147,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
graph_adjacency_walk,large,2,copper,cycle_model,6936,1280,0.18454441,66,5280,1.000000,0.704152,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
branchy_pointer_chains,large,2,no_prefetch,cycle_model,11928,4992,0.41851107,66,5280,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
branchy_pointer_chains,large,2,next_line,cycle_model,11928,4992,0.41851107,66,5280,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
branchy_pointer_chains,large,2,stride,cycle_model,11928,4992,0.41851107,66,5280,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
branchy_pointer_chains,large,2,simple_pointer_chase,cycle_model,11928,4992,0.41851107,3,5280,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
branchy_pointer_chains,large,2,copper,cycle_model,11928,4992,0.41851107,66,5280,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
array_scan,large,2,no_prefetch,cycle_model,33792,3840,0.11363636,384,30720,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
array_scan,large,2,next_line,cycle_model,33792,3840,0.11363636,1,30720,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
array_scan,large,2,stride,cycle_model,33792,3840,0.11363636,3,30720,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
array_scan,large,2,simple_pointer_chase,cycle_model,33792,3840,0.11363636,384,30720,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
array_scan,large,2,copper,cycle_model,33792,3840,0.11363636,384,30720,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
matrix_or_array_loop,large,2,no_prefetch,cycle_model,49536,5184,0.10465116,576,46080,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
matrix_or_array_loop,large,2,next_line,cycle_model,49536,5184,0.10465116,1,46080,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
matrix_or_array_loop,large,2,stride,cycle_model,49536,5184,0.10465116,3,46080,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
matrix_or_array_loop,large,2,simple_pointer_chase,cycle_model,49536,5184,0.10465116,576,46080,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
matrix_or_array_loop,large,2,copper,cycle_model,49536,5184,0.10465116,576,46080,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
compute_heavy_low_memory,large,2,no_prefetch,cycle_model,24416,12672,0.51900393,8,640,1.000000,0.978211,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
compute_heavy_low_memory,large,2,next_line,cycle_model,23884,12672,0.53056439,1,80,1.022274,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
compute_heavy_low_memory,large,2,stride,cycle_model,24036,12672,0.52720919,3,240,1.015810,0.993676,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
compute_heavy_low_memory,large,2,simple_pointer_chase,cycle_model,24416,12672,0.51900393,8,640,1.000000,0.978211,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
compute_heavy_low_memory,large,2,copper,cycle_model,24416,12672,0.51900393,8,640,1.000000,0.978211,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
random_non_pointer_access,large,2,no_prefetch,cycle_model,16368,2112,0.12903226,180,14400,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
random_non_pointer_access,large,2,next_line,cycle_model,16520,2112,0.12784504,182,14560,0.990799,0.990799,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
random_non_pointer_access,large,2,stride,cycle_model,16368,2112,0.12903226,180,14400,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
random_non_pointer_access,large,2,simple_pointer_chase,cycle_model,16368,2112,0.12903226,180,14400,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
random_non_pointer_access,large,2,copper,cycle_model,16368,2112,0.12903226,180,14400,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
short_pointer_chains,large,2,no_prefetch,cycle_model,9024,4224,0.46808511,48,3840,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
short_pointer_chains,large,2,next_line,cycle_model,9024,4224,0.46808511,48,3840,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
short_pointer_chains,large,2,stride,cycle_model,9024,4224,0.46808511,36,3840,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
short_pointer_chains,large,2,simple_pointer_chase,cycle_model,9024,4224,0.46808511,1,3840,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
short_pointer_chains,large,2,copper,cycle_model,9024,4224,0.46808511,48,3840,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
long_pointer_chains,large,2,no_prefetch,cycle_model,84480,16128,0.19090909,768,61440,1.000000,0.310890,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
long_pointer_chains,large,2,next_line,cycle_model,84480,16128,0.19090909,768,61440,1.000000,0.310890,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
long_pointer_chains,large,2,stride,cycle_model,74752,16128,0.21575342,640,51200,1.130137,0.351348,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
long_pointer_chains,large,2,simple_pointer_chase,cycle_model,26264,16128,0.61407249,2,160,3.216570,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
long_pointer_chains,large,2,copper,cycle_model,84480,16128,0.19090909,768,61440,1.000000,0.310890,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
mixed_pointer_array,large,2,no_prefetch,cycle_model,36864,5376,0.14583333,384,30720,1.000000,0.606228,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
mixed_pointer_array,large,2,next_line,cycle_model,22348,5376,0.24055844,193,15440,1.649544,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
mixed_pointer_array,large,2,stride,cycle_model,36864,5376,0.14583333,384,30720,1.000000,0.606228,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
mixed_pointer_array,large,2,simple_pointer_chase,cycle_model,22348,5376,0.24055844,193,15440,1.649544,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
mixed_pointer_array,large,2,copper,cycle_model,36864,5376,0.14583333,384,30720,1.000000,0.606228,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
noisy_allocation_pattern,large,2,no_prefetch,cycle_model,69696,8640,0.12396694,768,61440,1.000000,0.785181,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
noisy_allocation_pattern,large,2,next_line,cycle_model,55180,8640,0.15657847,577,46160,1.263066,0.991736,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
noisy_allocation_pattern,large,2,stride,cycle_model,69696,8640,0.12396694,678,61440,1.000000,0.785181,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
noisy_allocation_pattern,large,2,simple_pointer_chase,cycle_model,54724,8640,0.15788320,189,45680,1.273591,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
noisy_allocation_pattern,large,2,copper,cycle_model,69696,8640,0.12396694,386,61440,1.000000,0.785181,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
patricia,large,2,no_prefetch,cycle_model,9648,4992,0.51741294,36,2880,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
patricia,large,2,next_line,cycle_model,9648,4992,0.51741294,36,2880,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
patricia,large,2,stride,cycle_model,9648,4992,0.51741294,36,2880,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
patricia,large,2,simple_pointer_chase,cycle_model,9648,4992,0.51741294,4,2880,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
patricia,large,2,copper,cycle_model,9648,4992,0.51741294,36,2880,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
linked_list,small,3,no_prefetch,cycle_model,6016,2304,0.38297872,32,2560,1.000000,0.608378,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
linked_list,small,3,next_line,cycle_model,6016,2304,0.38297872,32,2560,1.000000,0.608378,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
linked_list,small,3,stride,cycle_model,5712,2304,0.40336134,28,2240,1.053221,0.640756,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
linked_list,small,3,simple_pointer_chase,cycle_model,3660,2304,0.62950820,1,80,1.643716,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
linked_list,small,3,copper,cycle_model,6016,2304,0.38297872,32,2560,1.000000,0.608378,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
tree_traversal,small,3,no_prefetch,cycle_model,2320,736,0.31724138,16,1280,1.000000,0.508621,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
tree_traversal,small,3,next_line,cycle_model,2320,736,0.31724138,16,1280,1.000000,0.508621,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
